source,author,work,workLabel,edition,placeOfProduction,yearOfPublication,langCode
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000029013,Barcel[ona],1704,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002027728,[Madrid],[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000210443,Barcelona,[1986],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000065334,Madrid,1979,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000079422,Barcelona,1988,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660534,Madrid,D.L. 1981,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000969092,Alcobendas (Madrid),[1997],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002246444,Figueras],[2003],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001865964,Madrid,2002 [i.e.2003],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001309457,[Barcelona],[1999],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000843378,Madrid,    -[1989],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660456,Barcelona [etc.],1978,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000430323,[Barcelona],[1994],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660491,[México,1979],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660497,Barcelona,D.L. 1980,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5353652,Buenos Aires,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000029079,Madrid,1804,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000007198,En Madrid,1668,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002246444,[Barcelona,[2003],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000029082,Madrid,1808,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002019447,"[Aguadulce (Paseo del Palmeral, 2, 04720 Aguadulce, Almería)]",2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000007167,Madrid,D.L. 1986-1988,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660493,Valladolid,D.L. 1979,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002223260,Madrid,[2007],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001793943,Valladolid,2001,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002019066,León,[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002078301,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000164172,Madrid,1985-,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000257691,Madrid,D.L. 1992,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001996098,Madrid,[2004],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5746631,"Bucaramanga, Colombia",2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000456488,Madrid,D.L. 1995,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660496,Barcelona,D.L. 1980,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660542,Madrid,D.L. 1981,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000659646,Boston,1837,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5158577,Madrid,D.L. 2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002013088,Barcelona,[2004],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000069711,[Barcelona],D.L. 1987,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000659647,México,1842,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660519,Valencia,D.L. 1980,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660524,Barcelona,D.L. 1981,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002038025,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000659712,Barcelona,1869,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5267988,Barcelona,D.L. 2011,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000660530,Barcelona,1981,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000659827,Barcelona,1898,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5647490,[Madrid],D.L. 2014,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660509,Madrid,D.L. 1980,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000007188,En Brucelas,1617,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000660485,Madrid,D.L. 1979,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000659618,[S.l.],1832-1834,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bima0000029097,Paris,1827,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001976265,Madrid,2004,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001346965,Barcelona,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000526712,Barcelona,[1996],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002083673,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000078425,[Barcelona],1988,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001988703,[Barcelona],[2004],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000962141,Madrid,[1998],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0000659761,Barcelona,1880-1883,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001764697,Barcelona,[2001],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000768982,Madrid,[1997],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002077000,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000275524,Barcelona,1992,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001288574,Algete (Madrid),[1999],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062984,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001896598,Madrid,1922,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002064261,[Tarancón],[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001576122,Madrid,[1997],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062987,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062980,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001547930,Madrid,1998,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062986,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062571,Madrid,[entre 1949 y 1957],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062989,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0001888239,Arganda del Rey (Madrid),[2003],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002062983,Madrid,[1946?],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002081854,Madrid,[2006],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002090231,Madrid,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002076609,Madrid,[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000122115,Madrid,1984,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002088884,Madrid,[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002068704,Santo Domingo (República Dominicana),2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002090785,"Madrid (C/ Los yébenes, 217, 28047 Madrid)",[2006],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002084283,México,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5491794,Barcelona,2013-,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002078667,Granda-Siero,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/Mimo0002089245,Madrid,[2005],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5544739,Barcelona,2014,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5523436,Barcelona,1865,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5548691,Torino [etc.],[1954],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5522264,[S.l.],[1905],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5547311,Barcelona,[1958],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5542851,Barcelona,1958,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5496689,"Algete, Madrid",D.L. 2014-2016,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5545112,México [etc.],1958,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5542775,Barcelona,1958,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5547858,Barcelona,1956,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5523035,Montevideo,[ca. 1905],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5544007,Buenos Aires,[1955],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a7145979,"Arganda del Rey, Madrid-España",[2021],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5694268,[Barcelona],D.L. 2015,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5461616,Madrid,D.L. 1966,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5622259,Madrid,2015,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a7150251,Impreso en Portugal = Printed in Portugal,©2022,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a7150251,Impreso en Portugal = Printed in Portugal,[2022],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5696902,Madrid,imp. 2015,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5549290,Paris,1838,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a7150251,O Porriño,©2022,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a7150251,O Porriño,[2022],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5696725,Strasburgo,1924,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/biso0000707026,Madrid,D.L. 1977,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a5670616,La Coruña,2015,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/a6126719,"Alcobendas, Madrid",D.L. 2017,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000446207,[Barcelona],[1995],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001574894,Madrid,[1999],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000287227,Barcelona,D.L. 1993,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001613046,Madrid,[1999],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000993900,Barcelona,[1998],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000063294,Madrid,D.L. 1987,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001575390,"Coslada, Madrid",[2000],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000991820,Arganda del Rey (Madrid),[1998],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001633522,Barcelona,1997,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0000329984,Barcelona,D.L. 1989,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0001558514,Arganda del Rey (Madrid),[2000],http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002056913,Badajoz,2005,http://id.loc.gov/vocabulary/languages/spa
BNE,http://www.wikidata.org/entity/Q5682,https://datos.bne.es/resource/XX3383563,Don Quijote de la Mancha,https://datos.bne.es/resource/bimo0002014210,[Madrid,2004],http://id.loc.gov/vocabulary/languages/spa
